JobID	RequiredSkill
90305	Management
90305	Critical Thinking
90305	Development
90217	Conceptual
90217	Management
92154	Evaluative
92154	Management
89820	Evaluative
90203	Development
90215	Evaluative
90215	Development
90315	Evaluative
90315	Administrative
90318	Analytical
90318	Evaluative
89781	Conceptual
89781	Critical Thinking
89783	Critical Thinking
89789	Communication
89789	Administrative
89792	Development
89792	Critical Thinking
89803	Interpersonal
89803	Communication
89814	Development
89814	Management
89817	Conceptual
89817	Development
90197	Evaluative
90197	Communication
90197	Administrative
90309	Evaluative
90309	Interpersonal
90218	Conceptual
90218	Management
92155	Conceptual
92155	Administrative
90209	Evaluative
90209	Development
90213	Interpersonal
90213	Critical Thinking
90311	Management
89776	Communication
89776	Critical Thinking
90205	Conceptual
90214	Evaluative
90214	Administrative
90312	Conceptual
90312	Development
90206	Development
90206	Administrative
90211	Interpersonal
90211	Communication
90211	Development
90313	Conceptual
89949	Communication
89949	Critical Thinking
89948	Development
89948	Management
89950	Analytical
89950	Evaluative
89954	Analytical
89954	Conceptual
90128	Communication
90128	Critical Thinking
90416	Conceptual
90416	Administrative
90199	Evaluative
90199	Interpersonal
90307	Analytical
90307	Conceptual
90307	Evaluative
90621	Evaluative
90621	Communication
89761	Management
89761	Critical Thinking
89761	Development
89780	Interpersonal
89780	Communication
89780	Development
89787	Conceptual
89787	Management
89802	Interpersonal
89802	Development
90237	Evaluative
90237	Communication
90237	Administrative
90288	Conceptual
90288	Management
90294	Interpersonal
90294	Management
90298	Analytical
90298	Administrative
90300	Critical Thinking
90300	Administrative
90622	Analytical
90623	Administrative
90624	Development
90624	Management
89384	Development
89384	Administrative
89387	Communication
89765	Communication
89785	Development
89785	Management
89796	Analytical
89796	Conceptual
89796	Evaluative
89810	Conceptual
89810	Administrative
90207	Analytical
90207	Management
90466	Critical Thinking
90630	Analytical
90630	Conceptual
90630	Evaluative
90625	Evaluative
90625	Critical Thinking
90626	Interpersonal
90626	Critical Thinking
90627	Conceptual
90627	Development
90628	Management
90628	Administrative
90631	Management
90631	Critical Thinking
90631	Development
90629	Analytical
90629	Communication
89385	Conceptual
89385	Management
89599	Evaluative
89599	Critical Thinking
89763	Interpersonal
90090	Conceptual
90090	Development
90463	Management
90463	Critical Thinking
90465	Management
90465	Administrative
89381	Interpersonal
89381	Communication
89386	Conceptual
89386	Administrative
89388	Interpersonal
89388	Management
89576	Analytical
89576	Development
89609	Conceptual
89764	Communication
89764	Management
90464	Evaluative
90464	Administrative
91513	Interpersonal
91513	Management
90857	Development
90894	Communication
90894	Development
91312	Interpersonal
91514	Development
91514	Management
90673	Evaluative
90673	Communication
90714	Development
90697	Communication
90702	Analytical
90702	Evaluative
90717	Analytical
90717	Management
90760	Evaluative
90760	Development
90773	Conceptual
90773	Management
90787	Analytical
90787	Critical Thinking
90795	Evaluative
90795	Communication
91444	Interpersonal
91444	Critical Thinking
90834	Analytical
90834	Critical Thinking
90834	Management
90839	Conceptual
90839	Critical Thinking
90835	Evaluative
90835	Interpersonal
90840	Conceptual
90840	Critical Thinking
91152	Conceptual
91152	Critical Thinking
91154	Evaluative
91154	Administrative
90831	Conceptual
90831	Management
90832	Interpersonal
90832	Communication
90841	Interpersonal
90856	Critical Thinking
90856	Administrative
90845	Evaluative
90845	Development
90858	Evaluative
90858	Administrative
90893	Analytical
90893	Interpersonal
90867	Analytical
90867	Management
90895	Analytical
90895	Interpersonal
90905	Analytical
90905	Administrative
90912	Conceptual
90918	Conceptual
90918	Communication
90872	Development
90872	Administrative
90889	Interpersonal
90889	Critical Thinking
90900	Conceptual
90900	Interpersonal
90923	Analytical
90933	Management
90933	Critical Thinking
90933	Development
90942	Management
90942	Critical Thinking
90716	Interpersonal
90716	Administrative
90720	Development
90720	Management
90786	Management
90786	Critical Thinking
90861	Analytical
90861	Communication
90896	Management
90896	Administrative
90971	Evaluative
90971	Communication
91005	Interpersonal
91005	Communication
91005	Development
90960	Management
90975	Interpersonal
90975	Critical Thinking
90991	Analytical
90991	Communication
91007	Interpersonal
91007	Communication
91012	Management
91012	Administrative
91019	Interpersonal
91019	Management
91057	Analytical
91057	Critical Thinking
90992	Critical Thinking
91009	Analytical
91009	Development
91010	Development
91011	Evaluative
91011	Development
91013	Conceptual
91013	Management
91020	Development
91058	Management
91058	Critical Thinking
91058	Development
91340	Communication
91006	Evaluative
91006	Interpersonal
91014	Evaluative
91022	Communication
91022	Administrative
91059	Evaluative
91059	Interpersonal
91015	Interpersonal
91015	Communication
91021	Interpersonal
91021	Communication
91021	Development
91068	Conceptual
91068	Development
90949	Interpersonal
90949	Communication
91017	Interpersonal
91017	Critical Thinking
91047	Conceptual
91047	Management
90961	Conceptual
90961	Communication
90976	Analytical
90976	Critical Thinking
91008	Development
91008	Management
91018	Critical Thinking
91023	Critical Thinking
91023	Administrative
91041	Evaluative
91041	Development
91086	Conceptual
91086	Critical Thinking
91098	Conceptual
91098	Management
91129	Management
91129	Administrative
91153	Conceptual
91153	Evaluative
91158	Analytical
91158	Conceptual
91158	Evaluative
91114	Conceptual
91114	Evaluative
91140	Communication
91155	Communication
91155	Development
91156	Critical Thinking
91156	Administrative
91242	Evaluative
91288	Conceptual
91288	Communication
91303	Communication
91303	Development
91308	Conceptual
91308	Critical Thinking
91178	Analytical
91178	Communication
91243	Critical Thinking
91310	Management
91310	Critical Thinking
91316	Conceptual
91193	Critical Thinking
91193	Administrative
91205	Management
91205	Critical Thinking
91246	Interpersonal
91246	Administrative
91250	Management
91250	Critical Thinking
91250	Development
91309	Evaluative
91309	Critical Thinking
91192	Analytical
91192	Interpersonal
91315	Evaluative
91315	Communication
91317	Interpersonal
91317	Administrative
91339	Interpersonal
91339	Communication
91339	Development
91342	Evaluative
91342	Critical Thinking
91344	Conceptual
91344	Communication
91351	Communication
91351	Management
91359	Conceptual
91359	Interpersonal
91332	Communication
91332	Critical Thinking
91343	Management
91343	Critical Thinking
91345	Critical Thinking
91345	Administrative
91379	Evaluative
91379	Administrative
91328	Conceptual
91328	Administrative
91341	Conceptual
91360	Evaluative
91360	Interpersonal
91365	Development
91365	Management
91391	Evaluative
91391	Critical Thinking
91541	Interpersonal
91541	Management
91595	Development
91595	Administrative
91542	Analytical
91542	Critical Thinking
91542	Management
91566	Evaluative
91566	Administrative
91596	Development
91596	Critical Thinking
91545	Evaluative
91545	Development
91546	Analytical
91546	Evaluative
91556	Interpersonal
91556	Development
91557	Conceptual
91557	Critical Thinking
91559	Analytical
91559	Conceptual
93207	Communication
93207	Administrative
92310	Communication
92310	Administrative
92311	Analytical
92311	Communication
92319	Analytical
92319	Management
93208	Interpersonal
93208	Administrative
93210	Management
93210	Administrative
92312	Conceptual
92312	Management
92317	Critical Thinking
92317	Administrative
93209	Interpersonal
93209	Management
92316	Critical Thinking
92322	Evaluative
92322	Communication
92325	Evaluative
92325	Communication
93212	Critical Thinking
93213	Evaluative
93213	Administrative
92324	Development
92324	Management
92326	Interpersonal
92326	Management
92330	Critical Thinking
93220	Analytical
93220	Critical Thinking
93220	Management
92334	Evaluative
92334	Administrative
93221	Interpersonal
93221	Administrative
93222	Communication
93223	Analytical
93223	Conceptual
92338	Evaluative
92338	Development
93225	Administrative
92342	Management
92342	Administrative
93226	Evaluative
93226	Development
93227	Interpersonal
93227	Critical Thinking
93228	Conceptual
93228	Administrative
92394	Communication
92394	Administrative
93275	Analytical
93275	Administrative
92378	Conceptual
93279	Communication
93279	Development
93280	Evaluative
93280	Communication
93276	Interpersonal
93276	Communication
93276	Development
93281	Interpersonal
93281	Management
92382	Interpersonal
92382	Communication
92383	Administrative
93277	Interpersonal
93277	Communication
93277	Development
93278	Management
93278	Critical Thinking
93278	Development
92385	Interpersonal
92385	Management
93283	Interpersonal
93283	Development
92386	Evaluative
92386	Communication
92391	Analytical
92391	Evaluative
93284	Analytical
93284	Interpersonal
93290	Communication
93290	Management
92387	Interpersonal
92387	Critical Thinking
92390	Communication
92390	Critical Thinking
93287	Conceptual
93287	Management
93288	Conceptual
92388	Critical Thinking
92392	Interpersonal
92392	Critical Thinking
93285	Management
93285	Critical Thinking
93289	Critical Thinking
93289	Administrative
92482	Communication
92482	Administrative
93306	Development
93306	Critical Thinking
92483	Development
92483	Critical Thinking
93308	Conceptual
93308	Interpersonal
92484	Communication
92484	Development
93309	Communication
93309	Critical Thinking
92485	Management
92485	Administrative
93311	Administrative
93316	Evaluative
93316	Administrative
92400	Communication
92400	Management
93338	Interpersonal
93338	Management
93350	Evaluative
93350	Administrative
92436	Development
92436	Administrative
92439	Management
92439	Critical Thinking
92439	Development
93333	Administrative
93335	Analytical
93335	Development
93339	Critical Thinking
93339	Administrative
93351	Interpersonal
93351	Communication
92441	Analytical
93334	Analytical
93334	Communication
93336	Analytical
93336	Management
93340	Interpersonal
93340	Management
93352	Analytical
93352	Interpersonal
92437	Communication
92437	Development
92440	Communication
92440	Critical Thinking
93341	Analytical
93341	Management
93353	Management
93353	Critical Thinking
92459	Interpersonal
92459	Communication
92459	Development
93322	Analytical
93322	Communication
92460	Interpersonal
92460	Communication
92460	Development
93323	Conceptual
93328	Interpersonal
93324	Conceptual
92461	Analytical
92461	Interpersonal
93326	Development
93326	Critical Thinking
92463	Evaluative
92465	Evaluative
92465	Administrative
92466	Administrative
93325	Communication
93325	Administrative
93327	Interpersonal
93327	Development
92468	Interpersonal
92468	Communication
93343	Conceptual
93343	Interpersonal
93355	Conceptual
93355	Critical Thinking
92469	Analytical
92469	Interpersonal
93344	Evaluative
93344	Communication
93356	Interpersonal
93356	Critical Thinking
93347	Administrative
93357	Interpersonal
93357	Development
92472	Conceptual
92472	Interpersonal
92473	Conceptual
92473	Development
93346	Communication
93346	Development
93348	Evaluative
93348	Management
93358	Communication
93358	Critical Thinking
93361	Interpersonal
93361	Administrative
92425	Interpersonal
92425	Development
93366	Conceptual
93366	Communication
93363	Evaluative
93363	Interpersonal
93365	Interpersonal
93365	Communication
92430	Communication
93368	Conceptual
93368	Communication
92431	Analytical
92431	Critical Thinking
92431	Management
93369	Administrative
93370	Development
93370	Administrative
92547	Analytical
92547	Communication
93378	Conceptual
93378	Evaluative
92550	Analytical
92550	Critical Thinking
93380	Administrative
93383	Evaluative
93383	Communication
93385	Communication
93385	Management
92549	Analytical
92549	Conceptual
93379	Analytical
93379	Interpersonal
93384	Evaluative
93384	Communication
93384	Administrative
92548	Communication
92548	Management
92358	Communication
92358	Development
92511	Management
92511	Critical Thinking
92511	Development
92573	Management
92573	Critical Thinking
92553	Management
92556	Analytical
92556	Conceptual
92558	Critical Thinking
92558	Administrative
93387	Critical Thinking
93387	Administrative
93401	Development
93401	Critical Thinking
92559	Conceptual
92559	Communication
93388	Critical Thinking
93388	Administrative
93400	Critical Thinking
93400	Administrative
92566	Communication
93393	Administrative
93394	Conceptual
93394	Management
92560	Analytical
92560	Conceptual
92560	Evaluative
93389	Analytical
93389	Critical Thinking
93390	Evaluative
93390	Management
92561	Evaluative
92561	Administrative
93403	Conceptual
93403	Evaluative
92562	Analytical
92562	Administrative
93395	Administrative
93397	Evaluative
93397	Development
93404	Interpersonal
93404	Management
92565	Communication
92565	Management
93392	Management
93392	Critical Thinking
93392	Development
93398	Conceptual
93398	Management
93402	Communication
93402	Critical Thinking
93399	Evaluative
93399	Critical Thinking
92501	Administrative
93411	Evaluative
93411	Interpersonal
93412	Analytical
93412	Evaluative
92505	Analytical
92505	Management
92602	Conceptual
92602	Administrative
93416	Analytical
93416	Management
93418	Evaluative
93418	Communication
93418	Administrative
93419	Interpersonal
93419	Critical Thinking
92507	Conceptual
92507	Development
92594	Analytical
92594	Management
92517	Analytical
92517	Communication
92683	Management
93430	Analytical
93430	Evaluative
93434	Analytical
93434	Management
93441	Evaluative
93441	Communication
93441	Administrative
92519	Communication
92519	Critical Thinking
92685	Communication
92685	Administrative
93435	Analytical
93435	Interpersonal
93442	Interpersonal
92518	Analytical
92690	Interpersonal
92690	Communication
92690	Development
93432	Conceptual
93432	Interpersonal
93448	Analytical
93448	Conceptual
93448	Evaluative
92521	Communication
92521	Development
92689	Analytical
92689	Administrative
92714	Analytical
92714	Critical Thinking
92714	Management
93437	Management
93437	Administrative
93446	Analytical
93446	Critical Thinking
93446	Management
93449	Conceptual
92523	Conceptual
92523	Communication
93438	Conceptual
93438	Management
93443	Evaluative
93443	Communication
93443	Administrative
92524	Conceptual
92688	Interpersonal
92694	Development
93431	Conceptual
93431	Development
92525	Communication
92525	Administrative
92715	Evaluative
92715	Administrative
92722	Analytical
92722	Evaluative
93439	Conceptual
93439	Administrative
93444	Conceptual
93444	Interpersonal
92526	Analytical
92716	Development
92716	Administrative
92718	Critical Thinking
93440	Analytical
93440	Conceptual
93445	Interpersonal
93445	Communication
93445	Development
92516	Interpersonal
92516	Management
92528	Development
92528	Management
92607	Analytical
92607	Conceptual
93451	Communication
93451	Critical Thinking
92530	Development
92608	Conceptual
92608	Administrative
93452	Interpersonal
93452	Administrative
92531	Management
93453	Development
92532	Development
92532	Administrative
93454	Interpersonal
92533	Management
92533	Critical Thinking
92610	Analytical
92610	Interpersonal
92617	Analytical
92617	Development
93455	Communication
93455	Development
92534	Communication
92534	Administrative
92611	Analytical
92611	Communication
93456	Development
93456	Critical Thinking
92536	Interpersonal
92536	Critical Thinking
92698	Analytical
92698	Evaluative
92837	Evaluative
92837	Communication
93459	Interpersonal
93459	Administrative
93460	Evaluative
93460	Communication
93460	Administrative
92538	Conceptual
92538	Management
92838	Administrative
93461	Analytical
93461	Evaluative
92539	Communication
92539	Management
92700	Evaluative
92700	Administrative
93462	Development
93462	Management
92540	Evaluative
92540	Communication
92540	Administrative
92701	Communication
93463	Critical Thinking
93463	Administrative
92537	Analytical
92537	Evaluative
92702	Evaluative
92702	Interpersonal
92541	Interpersonal
92541	Communication
92541	Development
92703	Critical Thinking
92703	Administrative
93464	Development
92704	Analytical
92704	Evaluative
89282	Development
89282	Administrative
89319	Conceptual
89319	Communication
90015	Analytical
90015	Management
90023	Critical Thinking
90049	Evaluative
90051	Conceptual
90051	Critical Thinking
90052	Administrative
90021	Analytical
90021	Conceptual
90024	Analytical
90024	Development
90025	Development
90025	Management
89280	Critical Thinking
89284	Development
89284	Administrative
89291	Analytical
89291	Conceptual
90019	Development
90022	Interpersonal
90022	Communication
90022	Development
90026	Analytical
90026	Evaluative
89278	Management
89278	Administrative
89279	Analytical
89279	Evaluative
89283	Management
89283	Administrative
89290	Analytical
89290	Critical Thinking
90018	Communication
89281	Communication
89281	Development
89285	Evaluative
89285	Communication
89292	Evaluative
89292	Administrative
90016	Communication
90016	Administrative
90027	Critical Thinking
90027	Administrative
90020	Communication
90028	Development
90028	Administrative
90030	Conceptual
90037	Analytical
90037	Critical Thinking
90037	Management
89296	Communication
89296	Management
90031	Communication
90031	Management
90032	Interpersonal
90032	Communication
90032	Development
90034	Communication
90034	Administrative
89298	Conceptual
89298	Critical Thinking
89301	Conceptual
89301	Evaluative
90035	Communication
90035	Development
90038	Analytical
89303	Development
89303	Administrative
90036	Administrative
90039	Analytical
90039	Evaluative
90053	Conceptual
89311	Conceptual
89311	Evaluative
90041	Evaluative
90046	Conceptual
90046	Critical Thinking
90047	Development
90047	Administrative
90042	Evaluative
90042	Communication
89316	Communication
89320	Analytical
89320	Communication
90050	Management
90050	Critical Thinking
90050	Development
89322	Interpersonal
89322	Communication
89322	Development
89332	Communication
89332	Management
90058	Evaluative
90058	Administrative
89330	Management
89330	Administrative
90060	Analytical
90060	Conceptual
89329	Management
89329	Critical Thinking
89329	Development
90059	Analytical
90059	Conceptual
90059	Evaluative
90062	Conceptual
90063	Interpersonal
90063	Administrative
89337	Interpersonal
89346	Analytical
89346	Development
90061	Development
90061	Management
90064	Development
90064	Critical Thinking
90066	Evaluative
90066	Development
90070	Evaluative
90070	Management
90069	Evaluative
90069	Interpersonal
90067	Evaluative
90067	Management
89340	Management
89341	Management
89341	Critical Thinking
89341	Development
89565	Evaluative
89565	Management
89644	Management
89644	Critical Thinking
89644	Development
90496	Analytical
90496	Critical Thinking
90496	Management
90523	Evaluative
90523	Critical Thinking
90527	Analytical
90527	Critical Thinking
90527	Management
89566	Interpersonal
89566	Administrative
90499	Conceptual
90499	Evaluative
90500	Conceptual
90500	Development
90524	Communication
90524	Administrative
89567	Management
89567	Critical Thinking
90498	Management
90525	Communication
90525	Development
89542	Evaluative
89542	Interpersonal
90476	Analytical
90476	Critical Thinking
90529	Interpersonal
90529	Development
90531	Evaluative
90531	Administrative
90591	Critical Thinking
89551	Analytical
89551	Conceptual
89588	Evaluative
89588	Communication
90477	Critical Thinking
90530	Analytical
90530	Critical Thinking
90530	Management
93740	Conceptual
89404	Analytical
89404	Evaluative
89836	Conceptual
89836	Administrative
89839	Analytical
89839	Critical Thinking
89839	Management
90542	Critical Thinking
92663	Analytical
92663	Conceptual
92663	Evaluative
92665	Analytical
92665	Conceptual
90540	Interpersonal
90543	Communication
90543	Development
90534	Conceptual
90534	Critical Thinking
90541	Evaluative
90541	Administrative
90544	Interpersonal
90544	Critical Thinking
89458	Evaluative
89458	Management
90112	Analytical
90112	Evaluative
90388	Interpersonal
90388	Administrative
90538	Administrative
90545	Evaluative
90545	Interpersonal
89552	Analytical
89552	Critical Thinking
89552	Management
89558	Conceptual
89558	Evaluative
89592	Interpersonal
89592	Management
90503	Conceptual
90503	Communication
90504	Development
90535	Analytical
90535	Critical Thinking
90546	Communication
90546	Management
89595	Development
89595	Critical Thinking
90547	Communication
89824	Interpersonal
89824	Administrative
89393	Critical Thinking
89828	Conceptual
89828	Interpersonal
89832	Conceptual
89832	Interpersonal
89830	Analytical
89830	Administrative
89826	Analytical
89826	Conceptual
89826	Evaluative
89397	Communication
89827	Conceptual
89827	Administrative
89831	Conceptual
89831	Communication
89405	Conceptual
89405	Communication
89837	Interpersonal
89838	Analytical
89838	Critical Thinking
89838	Management
89331	Evaluative
89331	Management
89406	Interpersonal
89406	Management
89400	Evaluative
89400	Communication
90149	Communication
90149	Development
89505	Conceptual
89505	Development
89881	Analytical
89881	Conceptual
90150	Development
90150	Critical Thinking
89464	Interpersonal
89464	Administrative
90136	Interpersonal
90138	Analytical
90138	Evaluative
90396	Analytical
90396	Administrative
90398	Evaluative
90398	Communication
90398	Administrative
90139	Evaluative
90151	Conceptual
90151	Evaluative
89267	Management
89745	Evaluative
89745	Communication
89745	Administrative
89747	Analytical
89747	Conceptual
89747	Evaluative
89749	Critical Thinking
89997	Analytical
89997	Conceptual
89997	Evaluative
90146	Critical Thinking
90146	Administrative
90152	Communication
90405	Analytical
90405	Administrative
89467	Evaluative
89467	Interpersonal
90137	Evaluative
90137	Critical Thinking
90397	Critical Thinking
89448	Conceptual
89448	Administrative
90096	Analytical
90096	Critical Thinking
90096	Management
90377	Evaluative
90377	Critical Thinking
89511	Interpersonal
89511	Administrative
89399	Communication
89399	Critical Thinking
89654	Critical Thinking
90379	Analytical
90379	Conceptual
90379	Evaluative
90100	Interpersonal
90100	Communication
90381	Communication
90381	Critical Thinking
89451	Management
89451	Critical Thinking
89451	Development
90101	Interpersonal
90101	Critical Thinking
90382	Critical Thinking
89485	Development
89485	Management
90105	Conceptual
90105	Administrative
89486	Analytical
89486	Critical Thinking
89486	Management
89489	Development
89489	Critical Thinking
90106	Communication
90106	Management
89487	Analytical
89487	Critical Thinking
90107	Development
90108	Evaluative
90108	Communication
90108	Administrative
89488	Communication
89683	Conceptual
89683	Management
89991	Interpersonal
89991	Development
90110	Evaluative
90110	Development
90386	Development
90386	Administrative
90113	Evaluative
90113	Critical Thinking
90114	Interpersonal
90114	Administrative
90389	Analytical
90389	Critical Thinking
90389	Management
90390	Development
89561	Evaluative
90484	Evaluative
90484	Administrative
90565	Interpersonal
90565	Communication
90598	Analytical
90598	Communication
90604	Interpersonal
90604	Administrative
89459	Evaluative
89459	Communication
89459	Administrative
90111	Interpersonal
90111	Management
90116	Communication
90387	Management
90387	Critical Thinking
90387	Development
90392	Conceptual
89476	Conceptual
89476	Development
90119	Communication
90119	Critical Thinking
90408	Communication
90408	Management
90120	Conceptual
90120	Management
90409	Analytical
90409	Development
89477	Conceptual
89477	Evaluative
89452	Communication
90102	Analytical
90102	Administrative
90125	Evaluative
90125	Critical Thinking
90383	Evaluative
90383	Interpersonal
90414	Analytical
90414	Administrative
90302	Critical Thinking
89777	Conceptual
89777	Management
90226	Communication
90226	Critical Thinking
90303	Evaluative
90303	Communication
90270	Evaluative
90270	Administrative
89805	Management
89805	Critical Thinking
89805	Development
90232	Critical Thinking
90273	Management
90273	Critical Thinking
90272	Communication
90272	Critical Thinking
89806	Analytical
89806	Conceptual
89806	Evaluative
90234	Conceptual
90234	Communication
90271	Analytical
90271	Conceptual
90274	Management
90274	Critical Thinking
90274	Development
89390	Analytical
89390	Administrative
89580	Management
89580	Critical Thinking
89580	Development
89584	Evaluative
89584	Development
89700	Evaluative
89700	Administrative
90354	Administrative
90517	Conceptual
90517	Development
89501	Communication
89880	Development
89880	Administrative
89883	Communication
89901	Conceptual
89901	Management
89502	Communication
89502	Critical Thinking
89902	Conceptual
89902	Administrative
89896	Communication
89896	Development
89903	Interpersonal
89882	Conceptual
89882	Interpersonal
89904	Communication
89904	Management
89891	Communication
89891	Development
89905	Conceptual
89905	Evaluative
89884	Conceptual
89884	Communication
89906	Analytical
89906	Communication
89518	Analytical
89518	Conceptual
89892	Communication
89892	Management
89517	Interpersonal
89517	Critical Thinking
89889	Analytical
89889	Communication
89897	Conceptual
89897	Administrative
89907	Management
89907	Critical Thinking
89907	Development
89503	Analytical
89503	Administrative
89895	Communication
89895	Management
89504	Management
89908	Communication
89908	Development
89890	Interpersonal
89507	Evaluative
89507	Interpersonal
89886	Conceptual
89886	Interpersonal
89899	Conceptual
89899	Administrative
89909	Evaluative
89909	Development
89512	Communication
89512	Administrative
89910	Conceptual
89910	Evaluative
89508	Conceptual
89508	Development
89888	Communication
89888	Administrative
89894	Development
89894	Management
89911	Communication
89911	Administrative
89900	Interpersonal
89900	Development
89912	Analytical
89912	Conceptual
89912	Evaluative
89509	Conceptual
89509	Evaluative
89514	Conceptual
89514	Administrative
89887	Conceptual
89623	Management
89623	Administrative
89646	Analytical
89697	Development
89971	Conceptual
89521	Analytical
89521	Communication
89914	Interpersonal
89936	Development
89936	Critical Thinking
89522	Management
89917	Evaluative
89926	Conceptual
89926	Management
89937	Conceptual
89937	Interpersonal
89938	Evaluative
89938	Communication
89546	Development
89546	Management
89934	Analytical
89934	Conceptual
89934	Evaluative
89939	Development
89939	Management
89525	Development
89525	Administrative
89528	Development
89528	Management
89532	Analytical
89532	Conceptual
89532	Evaluative
89919	Analytical
89919	Development
89923	Communication
89923	Management
89925	Management
89925	Critical Thinking
89929	Analytical
89929	Communication
89940	Analytical
89940	Development
89930	Critical Thinking
89941	Analytical
89941	Administrative
89526	Communication
89526	Critical Thinking
89931	Evaluative
89931	Interpersonal
89942	Interpersonal
89942	Critical Thinking
89527	Interpersonal
89527	Communication
89533	Communication
89533	Development
89921	Conceptual
89921	Management
89924	Analytical
89924	Administrative
89932	Conceptual
89932	Development
89943	Interpersonal
89943	Management
89524	Conceptual
89524	Communication
89915	Evaluative
89915	Development
89933	Development
89933	Management
89944	Administrative
90363	Evaluative
90363	Communication
90363	Administrative
90364	Interpersonal
90364	Development
89439	Interpersonal
89439	Communication
89439	Development
90357	Interpersonal
90357	Management
90367	Interpersonal
90367	Communication
90367	Development
89440	Development
89440	Administrative
90358	Analytical
90358	Communication
90361	Critical Thinking
90365	Interpersonal
90365	Management
90371	Interpersonal
90371	Communication
89568	Evaluative
89568	Critical Thinking
90370	Evaluative
89478	Evaluative
89478	Critical Thinking
90122	Interpersonal
90362	Interpersonal
90366	Conceptual
90366	Critical Thinking
90411	Evaluative
90411	Critical Thinking
89441	Evaluative
89446	Interpersonal
89446	Administrative
90360	Analytical
90360	Critical Thinking
90374	Evaluative
90374	Communication
90374	Administrative
89656	Development
89656	Administrative
90147	Conceptual
90147	Critical Thinking
90406	Evaluative
90406	Development
90421	Critical Thinking
90429	Development
90422	Analytical
90428	Evaluative
90428	Management
89657	Management
89657	Critical Thinking
89657	Development
90423	Communication
90423	Management
90430	Communication
90430	Development
90424	Conceptual
90424	Evaluative
90431	Interpersonal
90431	Critical Thinking
90425	Conceptual
90432	Management
90432	Critical Thinking
90399	Analytical
90399	Communication
90426	Interpersonal
90426	Management
90433	Evaluative
90433	Administrative
89480	Conceptual
89480	Critical Thinking
90123	Communication
90123	Management
90124	Communication
90412	Interpersonal
90412	Critical Thinking
90413	Communication
90427	Conceptual
90427	Communication
90434	Evaluative
90437	Interpersonal
90437	Development
89354	Management
89354	Critical Thinking
89354	Development
89362	Interpersonal
89362	Development
90446	Evaluative
90446	Development
89790	Analytical
89790	Management
89797	Communication
90221	Conceptual
90221	Administrative
90277	Conceptual
90277	Administrative
90440	Communication
90440	Management
90445	Analytical
90445	Interpersonal
90448	Evaluative
90448	Interpersonal
89356	Analytical
89356	Critical Thinking
89364	Management
90451	Conceptual
90451	Management
90444	Analytical
90444	Conceptual
90444	Evaluative
89768	Analytical
89768	Conceptual
89768	Evaluative
90441	Analytical
90441	Evaluative
90449	Communication
90449	Critical Thinking
90442	Analytical
90442	Evaluative
90450	Conceptual
90450	Administrative
89372	Analytical
89372	Conceptual
89382	Management
89382	Critical Thinking
90453	Management
89374	Critical Thinking
89374	Administrative
89610	Critical Thinking
89610	Administrative
90454	Evaluative
90454	Communication
89368	Critical Thinking
89373	Evaluative
89373	Communication
89373	Administrative
89617	Interpersonal
90457	Analytical
90462	Interpersonal
90462	Communication
90462	Development
89375	Administrative
89611	Development
89611	Critical Thinking
90456	Conceptual
90456	Interpersonal
89371	Communication
90460	Management
90460	Administrative
90455	Conceptual
90455	Interpersonal
89378	Analytical
89378	Evaluative
89379	Evaluative
89379	Management
89614	Interpersonal
89614	Development
89618	Analytical
89618	Communication
90458	Critical Thinking
90461	Analytical
90461	Critical Thinking
89361	Interpersonal
89361	Administrative
90468	Interpersonal
90469	Interpersonal
90469	Critical Thinking
90470	Management
90472	Management
90472	Critical Thinking
90471	Interpersonal
91420	Conceptual
91420	Critical Thinking
91432	Communication
91448	Evaluative
91452	Analytical
91452	Conceptual
91452	Evaluative
91477	Analytical
91477	Conceptual
91477	Evaluative
91486	Interpersonal
91486	Communication
91486	Development
91429	Communication
91439	Development
91440	Management
91440	Critical Thinking
91451	Evaluative
91451	Management
91453	Interpersonal
91453	Development
91478	Development
91478	Management
91487	Evaluative
90774	Evaluative
90774	Interpersonal
91480	Analytical
91480	Critical Thinking
91488	Management
91435	Interpersonal
91435	Communication
91435	Development
91484	Evaluative
91484	Critical Thinking
91422	Evaluative
91422	Development
91434	Administrative
91421	Analytical
91421	Development
91433	Analytical
91433	Management
91449	Analytical
91449	Communication
91454	Communication
91454	Critical Thinking
91479	Evaluative
91479	Management
91489	Analytical
91489	Management
91423	Critical Thinking
91436	Conceptual
91436	Interpersonal
91481	Conceptual
91481	Evaluative
91490	Interpersonal
91490	Development
91430	Communication
91430	Administrative
91437	Interpersonal
91437	Development
91482	Conceptual
91491	Communication
91491	Management
91409	Administrative
91415	Interpersonal
91415	Development
91494	Development
91494	Administrative
91496	Analytical
91496	Conceptual
91498	Communication
91498	Administrative
91396	Evaluative
91396	Communication
91410	Management
91410	Critical Thinking
91414	Management
91414	Critical Thinking
91414	Development
91493	Conceptual
91493	Interpersonal
91495	Interpersonal
91495	Communication
91495	Development
91499	Evaluative
91499	Development
91272	Interpersonal
91276	Evaluative
91276	Communication
91276	Administrative
91280	Management
91280	Critical Thinking
91280	Development
91285	Development
91285	Administrative
91417	Management
91497	Interpersonal
91497	Management
91500	Analytical
91500	Critical Thinking
91461	Evaluative
91461	Interpersonal
91468	Administrative
91502	Communication
